8/8/p1k3p1/P1P2p2/2K3Pp/7P/8/8 w - - 0 51,g4f5 g6f5 c4d4 f5f4,801,crushing defensiveMove endgame pawnEndgame short
8/n5pp/P1pk1p2/5P2/1PPK2P1/7P/8/8 b - - 0 36,g7g6 f5g6 h7g6 h3h4 c6c5 b4c5,1988,crushing endgame knightEndgame long quietMove
7k/p1q4p/5Pp1/1ppb4/3n1PQ1/2KP4/PP6/2R4R w - - 0 27,h1e1 c7a5 b2b4 a5b4,1828,endgame mate mateIn2 short
8/p1r1k3/1p1R1p1p/P7/1P6/7P/6PK/8 w - - 1 51,a5b6 e7d6 b6c7 d6c7,1493,crushing endgame rookEndgame short
1k1r2nr/1p5p/p3Qpb1/4n3/3q4/2BB4/PPP2PPP/R4RK1 b - - 1 20,d4d7 c3e5 b8a7 e6d7,1687,advantage middlegame queensideAttack short
2rq1rk1/1b3ppp/p2p1Nn1/1p3N2/4P3/3Qp3/PPP3PP/R4R1K b - - 0 20,d8f6 f5h6 g7h6 f1f6,1452,advantage discoveredAttack kingsideAttack master middlegame short
8/pp6/2q1r1kp/P4p2/2p2Q2/2P3P1/5P1K/3R4 b - - 5 35,e6e4 d1d6 c6d6 f4d6,943,advantage endgame fork short
3qr1k1/R5p1/3p3p/1p2p3/6Pb/4BP1P/1PQ5/6K1 w - - 0 24,e3h6 d8b6 g1g2 b6a7,1261,crushing endgame fork short
8/4rk1p/P4p2/5R2/3b4/1P5P/2P3P1/1K6 w - - 1 36,f5d5 e7e1 b1a2 e1a1,1218,endgame mate mateIn2 short
r3k2r/pB2qppp/2pp4/4n3/1B6/4P1Pb/PPPQ1P1P/R3K2R w KQkq - 0 15,d2d6 e5f3 e1e2 e7b7 e2f3 c6c5,2242,advantage discoveredAttack long middlegame
3Q3k/1pb2rpp/p5q1/3Q3n/8/1PN1P2P/1PP3P1/R6K b - - 0 30,c7d8 d5d8 f7f8 d8f8,681,mate mateIn2 middlegame short
r3kb1r/1p1b1ppp/1B2p3/nN1pq3/7P/2P5/P3BPP1/R2Q1RK1 b kq - 0 17,f8d6 f2f4 e5f4 f1f4,2113,crushing middlegame short
r3k2r/p1p1bp2/2p1p2p/2q1P1p1/Q1n1N3/6B1/PP4PP/R4R1K b kq - 3 18,c4b6 e4c5 b6a4 c5a4,1458,crushing middlegame short
r2qkb1r/ppp2pp1/3pbn1p/3N4/2BQP3/8/PPP2PPP/R1B2RK1 b kq - 3 9,f6d5 e4d5,1532,crushing oneMove opening
r2qk2r/ppp1bpp1/4b3/7p/3nP3/2P3P1/P2NP1BP/R1BQ1RK1 w kq - 0 13,c3d4 d8d4 e2e3 d4a1,1105,advantage fork opening short
r1bq1rk1/pp3pp1/1nnbp2p/2p5/3P4/2P1B3/PPB1NPPP/RN1Q1RK1 b - - 2 11,b6c4 d1d3 f7f5 d3c4,1562,advantage master opening short
4k2r/Bpp1bpp1/3p1nq1/3P4/2P1p1b1/1P3NP1/1P1NQP1P/4R1K1 b k - 1 18,e4f3 e2e7,942,mate mateIn1 middlegame oneMove
2r2r2/6k1/p3p1bp/4P1b1/1p1P4/2P1N1B1/PP1K2P1/4R2R w - - 0 34,h1f1 b4c3 b2c3 g5e3 e1e3 f8f1,2178,advantage long middlegame
2br1n1k/p5Rp/1p4p1/8/2Bp4/1N5Q/P1P3PP/6K1 b - - 0 30,c8h3 g7g8,1298,endgame mate mateIn1 oneMove
rn2k2r/p3bppp/2p1bn2/qp6/4P3/2N1B3/PPPQN1PP/1K1R1B1R w kq - 3 14,e2d4 f6e4 d2e1 e4c3,1878,advantage master opening queensideAttack short
3q1rk1/5pb1/1p3np1/3b3p/3B3P/1B1PP3/2P1QP2/1N2K1R1 w - - 1 21,g1g6 f7g6,1443,crushing hangingPiece middlegame oneMove
2kr1bnr/ppq1pppp/2n5/3pPb2/3p4/2P2N1P/PP2QPP1/RNB1KB1R w KQ - 0 8,f3d4 c6d4 c3d4 c7c1,1318,crushing discoveredAttack opening short
N1b4r/pp2kppp/4p3/8/3P4/2q1P3/2pN1PPP/R1Q1KB1R w KQ - 6 19,c1a3 c3a3 a1a3 c2c1q,1038,advancedPawn crushing middlegame promotion short
4n3/3R4/1pP1r2k/7p/1P4p1/8/6BP/7K w - - 0 48,c6c7 e6e1 g2f1 e1f1 h1g2 f1c1,1767,crushing endgame long
8/p7/8/1PP1p3/4K1k1/2b3P1/8/8 b - - 0 48,g4g3 b5b6 a7b6 c5c6,2148,bishopEndgame crushing endgame short
3r1rk1/1pp2ppp/pb1p2N1/4p3/1P1n4/PB1P3P/1BP2PP1/R4R1K b - - 0 21,d4b3 g6e7 g8h8 c2b3,1560,advantage intermezzo middlegame short
8/p4R1p/1p4k1/4p3/5n2/PN2KP2/2r4P/8 w - - 1 32,f7a7 c2e2,1658,endgame hookMate mate mateIn1 oneMove
1k6/1p6/pK4p1/7p/P1P5/4R1P1/6r1/8 b - - 1 35,g2d2 e3e8 d2d8 e8d8,1013,endgame mate mateIn2 rookEndgame short
5rk1/1b1nbpp1/pq2p2p/1p1p4/1P1P1B2/PQ2PN2/5PPP/1BR3K1 b - - 0 18,f8c8 c1c8 b7c8 b3c2 d7f8 c2c8,1867,crushing long middlegame
6k1/3r2p1/p1b5/1p1qPp2/5B2/Q7/1P4PP/6RK w - - 10 44,a3a6 d5g2 g1g2 d7d1,1495,clearance endgame mate mateIn2 pin sacrifice short
8/5k2/8/2N1p1p1/1P2Pn1p/2P2P1P/5RP1/1r4K1 w - - 4 37,g1h2 f4h5 g2g3 h4g3 h2g2 g3f2,2233,advancedPawn crushing endgame fork long quietMove
r2q2k1/5ppp/p2B4/2p5/1p1n4/6Q1/PPP3PP/2K4R w - - 1 22,d6c5 d4e2 c1b1 e2g3,906,crushing endgame fork short
r1b2rk1/pp1nbpp1/1qpp1n1p/4p3/1P2P3/P1NP1N2/1BP1BPPP/R2Q1RK1 b - - 0 11,d7c5 b4c5 b6b2 d1d2,2436,advantage opening short
rnb2r2/ppp2B1k/3p3p/2b4Q/4P3/3P4/PP1NKPPP/q7 b - - 0 14,a1b2 h5g6 h7h8 g6h6,1246,deflection mate mateIn2 middlegame short
6k1/pppq1pp1/3n1B1p/8/4r1b1/3B2Q1/PPP2PPP/4R1K1 w - - 0 19,e1e4 d6e4 g3e3 e4f6,1236,crushing middlegame short
4rk2/1p2n3/1N2b3/pN2b1pB/P1P1pp2/8/1P3PP1/3RK3 b - - 3 34,e6f7 b6d7 f8g7 h5f7,1676,crushing fork master middlegame short
1r6/1n4p1/1P1p1kp1/4p3/4P3/3K1P1P/5BP1/2R5 w - - 11 46,d3c4 b8c8 c4b5 c8c1,1286,crushing endgame short skewer
5rk1/p5pp/2ppp3/4p2R/4N1q1/5Q2/PPP3P1/1K6 w - - 3 22,f3g4 f8f1 g4d1 f1d1,600,backRankMate endgame mate mateIn2 short
r1bq1rk1/ppbn2pp/2p1p3/4Np2/3PBB2/2P1P2Q/PP3PPP/R3K2R w KQ - 0 13,e4d3 d7e5 f4e5 c7e5,1409,advantage middlegame short
r1bq4/pp4k1/7p/3pp1p1/5rn1/1B1Q4/PPPN1PPP/R4RK1 w - - 0 18,d3d5 d8d5 b3d5 f4d4 d5b7 c8b7,1621,advantage fork long middlegame
2rqk2r/p4p1p/7b/3QPp2/2p5/2N5/PPnP2PP/R1B2RK1 w k - 0 19,f1f5 d8d5 c3d5 c2a1,1905,advantage middlegame short
r1b1r1k1/pp1p1Npp/2p2q2/2bn3Q/2B5/3P4/PPP2PPP/R1B2RK1 w - - 0 12,c4d5 f6f2 g1h1 f2f1,2064,deflection kingsideAttack mate mateIn2 opening short
8/8/p6p/1p3k2/6p1/PP2K1P1/7P/8 b - - 0 55,a6a5 e3d4 b5b4 a3b4,1660,crushing endgame pawnEndgame short
6k1/p1r3bp/R1n1p1p1/3p1p2/Br1P4/4PNqP/1PP3P1/Q3R1K1 b - - 1 25,b4b6 a6b6 a7b6 a4c6,1732,advantage middlegame short
r1bqr3/ppppk1pp/1b3n2/nP2p1NP/4P3/2PP4/P4PP1/RNBQK2R b KQ - 0 11,d7d5 c1a3 e7d7 g5f7 d8e7 a3e7,1763,advantage long middlegame trappedPiece
6B1/p2R4/5p1p/r5k1/4b3/6P1/P5PK/8 b - - 9 44,a5c5 d7g7 g5f5 g8h7 f5e6 h7e4,1569,advantage deflection endgame long skewer
8/8/6kp/2R1PNp1/2P5/1P4K1/r7/4n3 w - - 5 35,e5e6 a2g2 g3h3 g5g4 h3h4 e1f3,1643,endgame exposedKing long mate mateIn3
8/5p2/4n2p/6k1/R4pP1/5P2/4K3/8 w - - 19 66,e2d3 e6c5 d3c3 c5a4,600,crushing endgame fork master short
r4rk1/1pp1qpp1/1nn1b2p/p6Q/8/b1NBBN1P/1PP2PP1/2KRR3 w - - 0 18,b2a3 e7a3 c1d2 b6c4 d2e2 a3c3,1964,advantage deflection fork long middlegame
3q1r1k/6pp/4Qn2/8/3P1R2/5P2/r6P/2R1B2K b - - 0 32,a2h2 h1h2 d8b8 e1d2,2078,crushing defensiveMove hangingPiece middlegame short
r4rk1/pb2q1pp/1p6/1N3p2/4p1Q1/4P3/P1B2KPP/1R5R w - - 0 26,g4g3 f5f4 e3f4 e7c5,1969,advantage middlegame short
4q3/2r2p1k/4pRrp/4P2Q/2ppPB2/8/1PP3P1/7K b - - 3 37,e8f8 h5g6 f7g6 f6f8,1816,advantage endgame short
8/2r3p1/5k2/4R3/1pp2P2/5K2/PP6/8 w - - 0 42,f3e3 c4c3 b2c3 b4c3 e3d4 c3c2,1565,endgame
6k1/5pp1/4p3/3p1q1P/2rP3R/4QPK1/8/8 b - - 4 34,g7g5 h5g6 f7g6 e3h6,1987,crushing enPassant endgame short
2r1r3/pQ5p/5kp1/1P6/P7/8/5PPP/4R1K1 w - - 1 34,e1e8 c8c1 e8e1 c1e1,967,backRankMate endgame mate mateIn2 queenRookEndgame short
r4rk1/2qb2pp/p2bp3/1p1nnN2/1P2Q3/P1P3N1/2B2PPP/R1B2RK1 b - - 0 21,d5c3 f5h6 g7h6 e4h7,1918,discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short
8/8/p4k2/P2p3p/3P1K1P/8/8/8 w - - 4 48,f4f3 f6f5 f3e3 f5g4,736,crushing endgame pawnEndgame short zugzwang
2kr1bnr/pppb2pp/2n1p3/3pP3/3P1B2/2P3P1/PP1N1KBq/R2Q2N1 b - - 2 12,f8e7 d2f1 h2h6 f4h6,1419,equality middlegame short trappedPiece
8/1bnr2pk/4pq1p/p1p1Rp2/P1B2P2/1PP3Q1/3r1BPP/4R1K1 w - - 1 44,f2c5 d2g2 g3g2 b7g2,1530,advantage fork middlegame short
r1b1r1k1/p4p1p/1p1p4/2pP1P2/2P4q/3Q2NP/PP5K/R4R2 w - - 1 24,g3e4 e8e4,1423,crushing middlegame oneMove
4rr1k/2p3pp/p2P4/1p3p2/1P4n1/1BP1qP1R/P4QP1/R5K1 w - - 0 25,f3g4 e3f2 g1f2 f5g4 f2g1 g4h3,1604,advantage discoveredAttack intermezzo kingsideAttack long middlegame
2r2rk1/p4ppp/1p2p3/3pP2Q/3N4/7R/P4PPP/R1q3K1 w - - 1 23,a1c1 c8c1 h5d1 c1d1,600,backRankMate endgame mate mateIn2 short
1qr3k1/1r3ppp/p2p4/b2P4/4PpPP/2P5/PP1QN3/K2R3R w - - 0 23,e2f4 b7b2 d2b2 a5c3 b2c3 c8c3,1627,advantage long middlegame pin sacrifice
8/1R5p/p5p1/3N3k/PP3P2/6K1/5r1r/8 b - - 4 47,g6g5 b7h7 h5g6 h7h2,1486,crushing endgame short
4r1k1/Bp1b1p1p/3p1Qp1/4p3/1P2P3/P6P/B4PPK/2q5 b - - 0 25,d7e6 a7e3 c1e3 f2e3,1816,advantage endgame short
q7/5pkp/1n2pnp1/2p1p3/1p6/1P1PNN1P/2PQ1PP1/6K1 w - - 0 24,f3e5 a8a1 e3f1 a1e5,1195,crushing endgame fork master short
r4rk1/ppp2Rpp/8/4q3/2Bb2b1/2N5/PP4PP/R4Q1K b - - 0 17,g8h8 f7f8 a8f8 f1f8,610,kingsideAttack mate mateIn2 middlegame short
r1bqkbnr/pp1p1pp1/2n4p/4p3/2BNP3/8/PPP2PPP/RNBQK2R w KQkq - 0 6,c4f7 e8f7 d4c6 b7c6,1391,advantage hangingPiece opening short
8/K7/8/6kp/8/8/P7/8 w - - 0 46,a7b7 h5h4 a2a4 h4h3 a4a5 h3h2 b7b8 h2h1q,641,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong
1r6/3k4/3p1p2/2p1p1p1/2PBP1Pp/Pp1P1P1P/1K6/1R6 b - - 0 42,c5d4 a3a4 b8b7 b2a3,1928,crushing endgame quietMove rookEndgame short
r2q1rk1/1b3ppp/p2b4/1p1n4/2p1R3/1BPP1N2/PP3PPP/R1BQ2K1 w - - 0 16,d3c4 d5c3 b2c3 b7e4,1673,advantage discoveredAttack middlegame short
rn2r1k1/ppp2ppp/3p4/8/3qP3/4BQP1/P1P4P/R4RK1 b - - 3 17,d4e5 f3f7 g8h8 f7f8 e8f8 f1f8,1082,backRankMate long mate mateIn3 middlegame sacrifice
8/4k3/4n3/8/2P3PP/P2Q4/6K1/r7 w - - 17 55,g4g5 e6f4 g2f3 f4d3,830,crushing endgame fork short
r4rk1/p1pN3p/1p2pppP/8/8/2B5/PPP3b1/2K2R1R b - - 1 23,f8f7 d7f6 f7f6 c3f6,2111,advantage kingsideAttack middlegame short
2b5/4qpkp/3n1bp1/3B4/3N4/5N1P/2Q2PP1/6K1 w - - 2 30,c2b3 f6d4 f3d4 e7e1,1247,advantage middlegame short
8/1pp2Rpk/3p3p/1q1Pb3/4P3/3P4/5Q1P/1r3B1K b - - 1 32,e5f6 f2f6 b1f1 f6f1,1933,crushing endgame master pin short
1r2k1nr/N3pp1p/6p1/8/8/8/PbP2PPP/R1B1K2R w KQk - 0 14,a1b1 b2c3 e1e2 b8b1,904,crushing discoveredAttack middlegame short
8/8/4p1k1/5qp1/8/6QP/5PK1/8 w - - 13 94,g3d6 f5d5 d6d5 e6d5 g2f3 g6f5 f3e3 f5e5 e3d3 d5d4 f2f3 e5d5,2344,crushing defensiveMove endgame master masterVsMaster queenEndgame quietMove veryLong zugzwang
r4r1k/ppp1q1pp/6N1/5Q2/2B5/2P5/P1P2PPP/2KR4 b - - 2 21,h7g6 f5h3 e7h4 h3h4,1065,endgame mate mateIn2 short
r4rk1/ppp2ppp/3q4/1Q1p3b/2nP4/2P1PN1P/P3BPP1/R4RK1 w - - 5 17,b5b7 f8b8 b7a8 b8a8,1921,advantage middlegame short trappedPiece
6k1/1P1B1p2/4p3/3pP1Pp/P4K1P/2r5/1R3QP1/2q5 w - - 5 39,f2d2 c1f1 d2f2 f1c4 f2d4 c4d4,2051,endgame long mate mateIn3
r1b2rk1/ppp2Bpp/3p4/3P4/3p4/3P1Q2/PPq2PPP/R3R1K1 b - - 0 14,f8f7 e1e8 f7f8 f3f8,1152,kingsideAttack mate mateIn2 middlegame short
b5rk/6p1/qNpQR2p/5p2/3P4/5P2/1P4PP/6K1 b - - 1 32,a6b6 e6h6 g7h6 d6h6,1034,endgame mate mateIn2 sacrifice short
5qk1/p2nN1pp/5r2/1p1p2N1/2pP4/2P5/PPQ3PP/5RK1 b - - 0 24,f8e7 c2h7 g8f8 h7h8,970,endgame kingsideAttack mate mateIn2 short
2r3k1/pp1b1ppp/4p3/q2nP3/PbNP4/1P1Q1N2/4BKPP/5R2 b - - 1 21,d5f4 d3e4 a5c7 e4f4,1706,advantage middlegame short
3r1bk1/7p/3P2p1/RP3p2/1q2pP1P/1B1p2P1/Q6K/8 b - - 0 42,g8g7 a5a7 g7h6 b3g8 f8g7 a7g7 d8g8 a2g8,2443,crushing endgame master veryLong
1kr5/6RP/1pp5/7r/p1P5/8/PP3PP1/6K1 b - - 3 45,c8h8 g7g8 b8c7 g8h8,1055,crushing endgame rookEndgame short
4r1k1/pp4n1/2p2Q2/2P5/P2P1P2/2q5/2P3R1/6K1 b - - 1 30,e8e1 g1h2 e1e7 f6e7,1309,crushing endgame short
r1bqk2r/1pp2pp1/3p1n1p/p1b1p3/2BnP3/P1NPBN1P/1PP2PP1/R2QK2R w KQkq - 2 9,f3d4 e5d4 e3d2 d4c3,1292,advantage fork opening short
r3k2r/4bppp/p2p4/2pPp3/4P1n1/2N2P1q/PP1BQP1P/R3K2R b KQkq - 6 15,g4h2 e1c1 h3f3 h1h2 f3e2 c3e2,1913,advantage castling long middlegame
r3k2r/pp1n1pp1/4p3/3pPnPp/2pP1Q1P/2B2N2/qPPK1P2/3R3R b kq - 5 19,g7g6 d1a1 a2a1 h1a1,1042,advantage middlegame short trappedPiece
r3r3/2R2pkp/4p1p1/pR4P1/5P2/B1b5/P6P/5K2 b - - 4 28,a8c8 c7c3 c8c3 a3b2 g7f8 b2c3,1700,attraction crushing endgame long pin sacrifice
r1bqk2r/pp2nppp/4p3/2bnP3/8/3B1N2/PP2QPPP/RNB2RK1 b kq - 1 10,e7g6 d3g6 f7g6 e2b5 c8d7 b5c5,1906,clearance crushing fork long opening
7k/ppp3p1/1b4qp/5b2/1P3R2/PQ6/2RBrPPP/6K1 b - - 11 25,f5c2 f4f8 h8h7 b3g8,1113,mate mateIn2 middlegame short
8/kp2R1p1/pr5q/3Q4/8/P1P5/1P6/K7 w - - 3 37,d5d4 h6c1 a1a2 c1b2,1375,endgame mate mateIn2 short
3rb1k1/6p1/p1p2q1p/1pP1N3/3P4/P3R2P/1P4P1/3Q2K1 w - - 5 35,e3f3 f6e5 d1b3 e5d5,1705,crushing endgame short
4k1r1/p4p2/1pb1pB2/2b4p/4P3/1P1r2P1/P4PBP/RN3RK1 w - - 1 17,h2h4 d3g3 g1h1 g3g2,1880,crushing middlegame pin short
8/7p/5Kpk/5p2/8/4p1Pr/8/4R3 b - - 3 43,h3g3 e1h1 g3h3 h1h3,922,endgame mate mateIn2 rookEndgame short
r1b2rk1/ppp2ppp/3p4/4q3/P7/3BP2P/1PPQ1PP1/1R2K2R b K - 1 14,e5d5 d3h7 g8h7 d2d5,1067,crushing discoveredAttack kingsideAttack middlegame short
6r1/ppR2pr1/1q1pk3/4p3/P6p/1P3Q1P/5PB1/2R3K1 w - - 5 34,g1h2 g7g2 f3g2 g8g2,886,advantage middlegame short
3r2k1/p4q1p/1p4p1/8/1P2p3/P3P3/1Q1r1PPP/2R1R1K1 w - - 0 27,b2e5 f7f2 g1h1 f2g2,1109,endgame mate mateIn2 short
4r1k1/pp3ppb/1qpb4/3pnPP1/3N4/2N4Q/PPPB2B1/R5K1 w - - 4 23,d2e3 b6b2 a1f1 b2c3,2225,advantage fork middlegame short
1r6/R5p1/p1b1k3/2P5/8/2n1P3/1R3PpP/6K1 w - - 0 31,b2b8 c3e2,662,endgame mate mateIn1 oneMove
2k5/5p2/p1B2p2/8/2P1N1K1/3p2P1/PP6/5r2 w - - 0 33,c6a4 f6f5 g4h3 f5e4,1177,crushing endgame fork short
5r1k/pQR4p/2p3p1/3p4/P3prK1/2N5/7P/8 w - - 4 34,g4g5 f8f5 g5h6 f4h4,721,endgame mate mateIn2 short
6k1/1bq1pp1p/3p2p1/3P4/1pPQ4/1P1B3P/r4PP1/4R1K1 w - - 0 32,e1a1 c7c5 a1a2 c5d4,2225,advantage endgame short
6k1/p4p1p/8/5PP1/3pBK2/1b6/p2r3P/2R5 b - - 5 41,h7h6 c1c8 g8g7 f5f6,1314,endgame mate mateIn2 short
r4rk1/ppp3p1/7p/n2p1p2/3q2b1/P4PP1/1PQN2P1/1B2RK1R w - - 0 19,f3g4 f5g4 d2f3 d4c4 f1f2 c4c2,2359,advantage discoveredAttack long middlegame
8/p3npp1/1p4kp/8/3BKP1P/Pr2P1P1/R7/8 b - - 0 35,e7f5 h4h5 g6h7 e4f5,1279,crushing deflection endgame short
2rq1rk1/1p2bppp/p3p3/5b2/1n2N3/1P3NP1/PB3PBP/2RQ1RK1 b - - 0 15,f5e4 c1c8 d8c8 d1d4,1851,advantage opening short
4r2k/6p1/7p/2P4P/2RP1P2/5Q2/3N1K2/q7 w - - 7 46,c5c6 a1e1 f2g2 e1d2,1727,crushing endgame fork short
r3kb1r/pp2nppp/3pq3/4n1N1/2p1P3/2P2Q2/PP1P2PP/RNB2RK1 w kq - 2 14,f3f7 e6f7 g5f7 e5f7,1749,advantage middlegame short
5rk1/pp3Qpp/8/2P5/3R4/7P/5RPK/q7 b - - 0 30,f8f7 d4d8 f7f8 f2f8,643,endgame mate mateIn2 queenRookEndgame short
2r3k1/5ppp/2rqp3/2p5/PpQP4/6P1/2R1PP1P/2R3K1 b - - 2 27,c5d4 c4c6 c8c6 c2c6 d6c6 c1c6,699,crushing endgame long
8/3b2kp/8/8/p1pp4/P7/K4R1b/2B5 b - - 1 39,h2g3 f2g2 g7f6 g2g3,1190,advantage endgame pin short
8/4kp1p/p7/1p1K2p1/2pP2P1/2P4P/P7/8 b - - 1 32,e7f6 a2a3 a6a5 d5c5,2613,advantage endgame pawnEndgame quietMove short
8/8/p7/1p6/8/PPK5/4k3/8 b - - 0 57,e2e3 c3b4 e3d2 b4a5 b5b4 a5b4,2240,crushing endgame long pawnEndgame
2rk1r2/ppp3RR/4P3/8/b1P1p3/P3P3/4KP2/8 b - - 2 36,f8e8 g7d7 a4d7 h7d7,1048,endgame mate mateIn2 sacrifice short
r1b1k2r/pppp1ppp/6n1/3Pp3/1bP1P3/2N1BPP1/PPQ1B1P1/R4KNq b kq - 1 11,d7d6 c2a4 c8d7 a4b4,1171,advantage fork middlegame short
1r4k1/2p2ppp/p1p1p3/2P5/P1PP3q/R1nBPQ2/6P1/6K1 w - - 0 28,a3c3 h4e1 g1h2 e1c3,1319,crushing endgame fork short
r4k2/5ppp/1pN5/1P1N4/8/4P1P1/pr3P1P/R5K1 w - - 1 32,c6b4 b2b1 g1g2 b1a1,1209,crushing endgame short
3r1rk1/pq4p1/4pnNp/1p6/1P6/P5P1/4QR1P/3R2K1 b - - 2 31,b7f7 g6f8 d8d1 e2d1,2027,advantage middlegame short
8/3K1kp1/7p/4Pn1P/4N3/8/8/8 b - - 4 51,f5d4 e4d6 f7f8 e5e6 d4e6 d7e6,1143,crushing endgame knightEndgame long
1rb1k2r/b5p1/p2pPp1p/qp1n4/7N/1P6/P4PPP/R1BQR1K1 w k - 0 19,d1d5 a5e1,657,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
r2q1rk1/pbp2pbn/1p1pp1p1/n5P1/3BP3/P1NP3Q/BPP2PP1/R3K2R b KQ - 2 14,h7g5 h3h8 g7h8 h1h8,1546,kingsideAttack mate mateIn2 middlegame sacrifice short
6Q1/pp4p1/3R3p/7k/2P4n/4P2P/5qPK/8 w - - 6 37,g8g7 h4f3 h2h1 f2e1,1409,endgame mate mateIn2 pin short
8/6p1/Pk5p/1B1n1P2/1K6/8/7P/8 w - - 3 42,b4a4 d5c3 a4b3 c3b5 b3c4 b6c6,2429,crushing defensiveMove deflection endgame long
r4r2/8/p3k2p/2pRnpp1/P7/5P1N/4N1PP/2K4R w - - 2 29,d5c5 e5d3 c1d1 d3c5,1223,advantage fork middlegame short
1r3rk1/4qppp/3bp3/p2p2PP/2nP1P2/2N5/PP2Q3/1KBR3R b - - 4 24,d6f4 c3d5 e7d7 d5f4,2306,advantage middlegame short
5rk1/2p2p2/ppB1p1p1/4n3/1PP3q1/P1Q4R/5PPP/3R2K1 w - - 1 27,c3e5 g4d1 e5e1 d1e1,710,endgame hangingPiece kingsideAttack mate mateIn2 short
7R/p5pk/1p1Np2p/4qp2/8/6P1/PP3PP1/1Br1nRK1 b - - 5 30,h7h8 d6f7 h8g8 f7e5,1086,advantage endgame fork master short
8/4B2p/4p3/1k4PP/7r/1p2n1K1/8/1R6 b - - 5 38,h4h5 b1b3 b5c6 b3e3,935,advantage endgame fork short
8/1Q2n3/1p2k3/8/P2qp3/5pP1/1r1p1P1P/3R1RK1 w - - 2 45,b7a6 e4e3 a6a8 e3e2,1807,advancedPawn crushing endgame short
1rb3k1/pp4p1/3Qp2p/1N1pP1q1/3P2n1/P7/1P4PP/R4BK1 w - - 4 25,a1e1 g5h4 h2h3 h4f2 g1h1 f2e1,2313,crushing fork long middlegame pin
2rr2k1/ppb2pNp/2n3q1/3p1N2/1P3P2/P3P1nP/1B2Q1P1/2R2RK1 w - - 3 23,e2f2 g3f5 g7f5 g6f5,1499,advantage master middlegame short
r3k2r/ppp1qppp/2np4/2b1p3/2P1P1b1/3P1N2/PP2BPPP/R1BQK2R b KQkq - 2 8,c6d4 f3d4 c5d4 e2g4,1351,advantage discoveredAttack middlegame short
8/R5p1/5k1p/8/7K/1r5P/6P1/8 w - - 0 38,g2g4 g7g5 h4h5 b3h3,1167,deflection endgame mate mateIn2 rookEndgame short
r2q1rk1/ppp2ppp/5b2/4N3/1n1P2Q1/2N5/PP4PP/R1B2RK1 w - - 7 15,c3e4 d8d4 g1h1 f6e5,2011,advantage fork opening short
2kr4/2p2pp1/8/1R2PP1p/6n1/8/4Q1PP/3q2BK w - - 1 28,e2b2 d1g1 h1g1 d8d1,1647,attraction endgame mate mateIn2 sacrifice short
4r3/5p2/1Q2k3/3p4/7K/P5PN/7q/8 b - - 11 49,e6e5 b6e3 e5d6 e3e8,1350,crushing endgame short skewer
r7/p1ppq1kr/b1p2Npp/4P3/Q5P1/8/PPP2PK1/4R3 w - - 0 25,f6h7 a6b5 a4e4 g7h7,1867,advantage endgame intermezzo short
8/6p1/3k3p/8/pp1r4/4RP1P/B3K1P1/8 w - - 0 46,e3d3 d4d3 e2d3 b4b3 a2b1 a4a3 d3c3 a3a2 b1a2 b3a2,1603,advancedPawn crushing endgame veryLong
3k3r/1Qp1bpp1/4b2p/3pN3/3q4/rP1B4/2P2PPP/1K1R2R1 w - - 0 28,e5f7 e6f7 b7b8 d8d7 d3b5 d7d6 b8c7 d6c7,1935,crushing hangingPiece middlegame veryLong
3rk3/R4p2/p6p/1p4pB/8/1b2P3/1P2KPPP/3r3R w - - 8 26,h1d1 b3d1 e2e1 d1h5,1374,advantage endgame short skewer
8/1kp5/p6R/5p2/1Pr4p/P3BP1P/1b2K1P1/8 w - - 1 40,e2d3 c4c3 d3d2 c3e3,1721,advantage endgame short
4r3/2k3P1/2p5/R7/8/6P1/1p1rB3/4RK2 w - - 2 34,a5a2 d2e2 e1e2 b2b1q,2256,advancedPawn advantage deflection endgame promotion short
Qn3rk1/p1p3pp/1p1p1q2/8/1P5b/P5P1/3N1PBP/R1B2K2 w - - 1 24,d2e4 f6a1,1161,advantage hangingPiece middlegame oneMove pin
r5k1/pp5p/2pN2p1/2P1n3/5Pq1/1P5b/P4RB1/Q5K1 b - - 2 24,a8f8 a1e5 h3g2 f2g2,1192,advantage hangingPiece middlegame short
5r1k/p1p2qpp/6b1/1P1nP3/8/1Q2P1R1/PB4PP/3R2K1 w - - 2 26,b3d5 f7f2 g1h1 f2f1 d1f1 f8f1,1471,backRankMate fork long mate mateIn3 middlegame sacrifice
r3k2r/pp3ppp/2p2n2/2b1p3/Q3Pqb1/B1PB4/P4PPP/R3NRK1 b kq - 3 14,c5b6 a3c1 g4d1 a4d1,1659,advantage middlegame short
3r2k1/1p4pp/4p3/p1nnp3/8/5PP1/PPN1K2P/2NR4 b - - 1 22,d5f4 g3f4 d8d1 e2d1,1068,advantage endgame short
8/8/8/p2k1p2/2pP1P2/2K5/1P6/8 b - - 0 37,d5e4 c3c4 e4f4 d4d5 f4e5 c4c5 f5f4 d5d6 e5e6 c5c6,1221,crushing defensiveMove endgame pawnEndgame quietMove veryLong
